condition,screen,item,repeat,pred_x,pred_y,hit,dist,iou,in_tokens,out_tokens,latency_ms,error
pixel,login,login-submit,1,638,639,1,2.2,0.941,1432,37,1494,
pixel,login,login-submit,2,639,640,1,1.0,0.973,1432,37,2156,
pixel,login,login-submit,3,638,639,1,2.2,0.941,1432,37,2324,
pixel,login,login-title,1,617,416,1,23.0,0.703,1432,24,2528,
pixel,login,login-title,2,617,416,1,23.0,0.703,1432,37,1678,
pixel,login,login-title,3,617,416,1,23.0,0.727,1432,37,1476,
pixel,login,login-hint,1,639,680,1,2.7,0.799,1435,40,1423,
pixel,login,login-hint,2,639,680,1,2.7,0.799,1435,40,1360,
pixel,login,login-hint,3,639,680,1,2.7,0.799,1435,40,1148,
orig,products-admin,search-box,1,356,84,1,0.5,0.934,1431,22,2835,
orig,products-admin,search-box,2,356,84,1,0.5,0.934,1431,22,910,
orig,products-admin,search-box,3,356,84,1,0.5,0.934,1431,22,750,
orig,products-admin,category-dropdown,1,554,83,1,1.8,0.902,1431,22,1850,
orig,products-admin,category-dropdown,2,552,82,1,2.7,0.854,1431,22,1971,
orig,products-admin,category-dropdown,3,554,83,1,1.8,0.881,1431,22,719,
orig,products-admin,add-button,1,781,82,1,2.5,0.844,1432,22,1798,
orig,products-admin,add-button,2,783,83,1,2.5,0.879,1432,22,733,
orig,products-admin,add-button,3,782,82,1,2.7,0.830,1432,22,814,
orig,products-admin,rating-filter-star4,1,682,83,1,7.3,0.343,1437,22,671,
orig,products-admin,rating-filter-star4,2,683,83,1,6.3,0.383,1437,40,1040,
orig,products-admin,rating-filter-star4,3,682,83,1,7.3,0.343,1437,22,763,
orig,products-admin,chart-snack-bar,1,449,202,1,1.4,0.723,1439,24,679,
orig,products-admin,chart-snack-bar,2,449,202,1,1.4,0.723,1439,24,729,
orig,products-admin,chart-snack-bar,3,449,202,1,1.4,0.723,1439,24,668,
orig,products-admin,nav-products,1,106,74,1,1.6,0.836,1433,35,737,
orig,products-admin,nav-products,2,100,73,1,4.5,0.782,1433,20,712,
orig,products-admin,nav-products,3,99,72,1,5.7,0.812,1433,20,2318,
orig,products-admin,nav-customers,1,99,118,1,5.7,0.756,1433,21,731,
orig,products-admin,nav-customers,2,99,118,1,5.7,0.756,1433,21,2091,
orig,products-admin,nav-customers,3,99,118,1,5.7,0.756,1433,21,2470,
orig,products-admin,nav-settings,1,100,161,1,4.7,0.782,1433,22,672,
orig,products-admin,nav-settings,2,100,160,1,4.5,0.782,1433,22,1664,
orig,products-admin,nav-settings,3,100,161,1,4.7,0.782,1433,22,628,
orig,products-admin,logout-button,1,102,1065,1,2.7,0.915,1433,22,679,
orig,products-admin,logout-button,2,105,1064,1,2.1,0.903,1433,37,1319,
orig,products-admin,logout-button,3,102,1065,1,2.7,0.915,1433,22,667,
orig,products-admin,row1-name,1,355,386,1,4.7,0.434,1440,24,1729,
orig,products-admin,row1-name,2,358,384,1,1.6,0.426,1440,45,695,
orig,products-admin,row1-name,3,355,386,1,4.7,0.434,1440,24,1879,
orig,products-admin,row1-view-icon,1,1135,383,1,2.8,0.488,1441,24,653,
orig,products-admin,row1-view-icon,2,1135,383,1,2.8,0.488,1441,24,650,
orig,products-admin,row1-view-icon,3,1135,383,1,2.8,0.488,1441,24,903,
orig,products-admin,row1-edit-icon,1,1164,384,1,1.4,0.485,1441,24,683,
orig,products-admin,row1-edit-icon,2,1164,384,1,1.4,0.485,1441,24,602,
orig,products-admin,row1-edit-icon,3,1164,384,1,1.4,0.350,1441,24,614,
orig,products-admin,row1-delete-icon,1,1194,386,1,1.4,0.593,1441,24,2352,
orig,products-admin,row1-delete-icon,2,1194,386,1,1.4,0.593,1441,24,5614,
orig,products-admin,row1-delete-icon,3,1194,386,1,1.4,0.593,1441,24,4420,
orig,products-admin,row5-price,1,751,575,1,11.3,0.689,1436,24,605,
orig,products-admin,row5-price,2,747,573,1,15.0,0.640,1436,42,697,
orig,products-admin,row5-price,3,751,575,1,11.3,0.689,1436,24,646,
orig,products-admin,row9-stock,1,919,761,1,9.0,0.702,1437,43,1163,
orig,products-admin,row9-stock,2,918,761,1,10.0,0.764,1437,43,740,
orig,products-admin,row9-stock,3,912,762,1,16.1,0.648,1437,43,1837,
orig,products-admin,row12-rating,1,1021,902,1,19.0,0.287,1440,46,835,
orig,products-admin,row12-rating,2,1022,901,1,18.0,0.325,1440,24,652,
orig,products-admin,row12-rating,3,1021,902,1,19.0,0.320,1440,24,682,
orig,products-admin,header-cost,1,819,343,1,25.0,0.481,1434,24,720,
orig,products-admin,header-cost,2,819,343,1,25.0,0.481,1434,24,1852,
orig,products-admin,header-cost,3,827,341,1,17.0,0.561,1434,39,1019,
orig,products-admin,table-footer,1,743,942,1,2.8,0.782,1433,24,804,
orig,products-admin,table-footer,2,284,940,1,461.0,0.076,1433,38,1020,
orig,products-admin,table-footer,3,743,943,1,2.2,0.880,1433,38,888,
orig,customer-c01,c01-back,1,264,40,1,3.5,0.897,1433,22,1620,
orig,customer-c01,c01-back,2,264,40,1,3.5,0.897,1433,22,827,
orig,customer-c01,c01-back,3,266,40,1,1.6,0.907,1433,36,704,
orig,customer-c01,c01-heading,1,319,85,1,426.0,0.162,1430,33,719,
orig,customer-c01,c01-heading,2,319,84,1,426.0,0.157,1430,33,770,
orig,customer-c01,c01-heading,3,475,87,1,270.0,0.422,1430,22,817,
orig,customer-c01,c01-name-value,1,543,142,1,2.8,0.821,1434,39,1051,
orig,customer-c01,c01-name-value,2,541,145,1,1.0,0.865,1434,24,680,
orig,customer-c01,c01-name-value,3,541,145,1,1.0,0.862,1434,24,596,
orig,customer-c01,c01-phone-label,1,317,177,1,7.1,0.733,1433,24,675,
orig,customer-c01,c01-phone-label,2,318,174,1,6.3,0.760,1433,38,718,
orig,customer-c01,c01-phone-label,3,317,177,1,7.1,0.733,1433,24,629,
orig,customer-c01,c01-phone-value,1,542,177,1,1.4,0.795,1432,24,732,
orig,customer-c01,c01-phone-value,2,542,177,1,1.4,0.795,1432,24,715,
orig,customer-c01,c01-phone-value,3,540,175,1,1.4,0.796,1432,37,647,
orig,customer-c01,c01-email-value,1,541,208,1,0.0,0.867,1432,24,659,
orig,customer-c01,c01-email-value,2,540,207,1,1.4,0.862,1432,24,2020,
orig,customer-c01,c01-email-value,3,541,208,1,0.0,0.867,1432,24,632,
orig,customer-c01,c01-card-label,1,317,274,1,7.1,0.792,1434,24,624,
orig,customer-c01,c01-card-label,2,298,273,1,26.0,0.573,1434,24,1804,
orig,customer-c01,c01-card-label,3,298,273,1,26.0,0.573,1434,24,1746,
orig,customer-c01,c01-card-value,1,545,273,1,4.0,0.718,1432,37,721,
orig,customer-c01,c01-card-value,2,541,274,1,1.0,0.865,1432,24,593,
orig,customer-c01,c01-card-value,3,541,274,1,1.0,0.868,1432,24,646,
orig,customer-c01,c01-points-value,1,540,307,1,2.2,0.805,1432,24,1194,
orig,customer-c01,c01-points-value,2,541,307,1,2.0,0.811,1432,24,1084,
orig,customer-c01,c01-points-value,3,541,307,1,2.0,0.811,1432,24,1228,
orig,customer-c01,c01-nav-customers,1,105,115,1,1.6,0.916,1433,36,823,
orig,customer-c01,c01-nav-customers,2,104,116,1,0.7,0.947,1433,21,658,
orig,customer-c01,c01-nav-customers,3,104,116,1,0.7,0.947,1433,21,695,
orig,customer-c03,c03-back,1,264,40,1,3.5,0.897,1433,22,1342,
orig,customer-c03,c03-back,2,264,40,1,3.5,0.897,1433,22,805,
orig,customer-c03,c03-back,3,264,40,1,3.5,0.897,1433,22,794,
orig,customer-c03,c03-name-value,1,545,144,1,4.0,0.930,1434,24,652,
orig,customer-c03,c03-name-value,2,546,142,1,5.4,0.845,1434,39,715,
orig,customer-c03,c03-name-value,3,543,143,1,2.2,0.758,1434,39,690,
orig,customer-c03,c03-address-label,1,317,241,1,7.1,0.761,1433,24,1037,
orig,customer-c03,c03-address-label,2,317,241,1,7.1,0.792,1433,24,590,
orig,customer-c03,c03-address-label,3,319,239,1,5.1,0.725,1433,38,636,
orig,customer-c03,c03-address-value,1,541,241,1,1.0,0.832,1431,24,672,
orig,customer-c03,c03-address-value,2,543,239,1,2.2,0.788,1431,36,664,
orig,customer-c03,c03-address-value,3,545,239,1,4.1,0.778,1431,36,694,
orig,customer-c03,c03-card-value,1,543,272,1,2.2,0.788,1432,37,708,
orig,customer-c03,c03-card-value,2,543,273,1,2.0,0.895,1432,37,946,
orig,customer-c03,c03-card-value,3,543,273,1,2.0,0.895,1432,37,828,
orig,customer-c03,c03-email-label,1,317,210,1,7.3,0.733,1433,24,1352,
orig,customer-c03,c03-email-label,2,317,210,1,7.3,0.733,1433,24,906,
orig,customer-c03,c03-email-label,3,317,210,1,7.3,0.733,1433,24,654,
orig,customer-c03,c03-logout,1,106,1064,1,2.5,0.872,1433,37,705,
orig,customer-c03,c03-logout,2,104,1065,1,1.1,0.900,1433,22,783,
orig,customer-c03,c03-logout,3,104,1065,1,1.1,0.900,1433,36,1089,
orig,login,login-username,1,639,509,1,1.8,0.890,1428,24,1138,
orig,login,login-username,2,639,509,1,1.8,0.894,1428,24,664,
orig,login,login-username,3,639,509,1,1.8,0.890,1428,24,1292,
orig,login,login-password,1,639,577,1,1.1,0.959,1428,33,683,
orig,login,login-password,2,639,577,1,1.1,0.959,1428,33,643,
orig,login,login-password,3,639,578,1,1.1,0.878,1428,24,1145,
orig,login,login-submit,1,639,628,1,1.1,0.956,1432,24,679,
orig,login,login-submit,2,639,626,1,1.8,0.934,1432,37,656,
orig,login,login-submit,3,639,628,1,1.1,0.956,1432,24,715,
orig,login,login-title,1,613,409,1,27.0,0.704,1432,37,791,
orig,login,login-title,2,613,409,1,27.0,0.704,1432,24,1086,
orig,login,login-title,3,613,409,1,27.0,0.704,1432,37,562,
orig,login,login-hint,1,639,675,1,2.7,0.885,1435,40,608,
orig,login,login-hint,2,639,675,1,2.7,0.861,1435,40,642,
orig,login,login-hint,3,639,675,1,2.7,0.885,1435,40,715,
blur,products-admin,search-box,1,358,83,1,2.5,0.897,1431,34,1382,
blur,products-admin,search-box,2,356,83,1,1.5,0.882,1431,22,657,
blur,products-admin,search-box,3,356,84,1,0.5,0.934,1431,22,697,
blur,products-admin,category-dropdown,1,554,82,1,2.7,0.845,1431,22,660,
blur,products-admin,category-dropdown,2,554,83,1,1.8,0.902,1431,22,2773,
blur,products-admin,category-dropdown,3,554,82,1,2.7,0.845,1431,22,614,
blur,products-admin,add-button,1,781,82,1,2.5,0.844,1432,22,2081,
blur,products-admin,add-button,2,781,82,1,2.5,0.844,1432,22,1824,
blur,products-admin,add-button,3,783,82,1,3.2,0.833,1432,22,671,
blur,products-admin,rating-filter-star4,1,687,83,1,2.8,0.664,1437,22,1003,
blur,products-admin,rating-filter-star4,2,682,83,1,7.3,0.320,1437,22,1762,
blur,products-admin,rating-filter-star4,3,682,83,1,7.3,0.320,1437,22,1688,
blur,products-admin,chart-snack-bar,1,449,202,1,1.4,0.723,1439,24,2813,
blur,products-admin,chart-snack-bar,2,449,202,1,1.4,0.723,1439,24,712,
blur,products-admin,chart-snack-bar,3,449,199,1,4.1,0.706,1439,44,794,
blur,products-admin,nav-products,1,99,72,1,5.7,0.812,1433,20,755,
blur,products-admin,nav-products,2,99,72,1,5.7,0.812,1433,20,629,
blur,products-admin,nav-products,3,99,72,1,5.7,0.812,1433,20,708,
blur,products-admin,nav-customers,1,99,118,1,5.7,0.756,1433,21,773,
blur,products-admin,nav-customers,2,99,118,1,5.7,0.756,1433,35,2047,
blur,products-admin,nav-customers,3,99,118,1,5.7,0.756,1433,21,690,
blur,products-admin,nav-settings,1,106,157,1,2.9,0.673,1433,37,2783,
blur,products-admin,nav-settings,2,100,160,1,4.5,0.782,1433,22,2585,
blur,products-admin,nav-settings,3,100,160,1,4.5,0.782,1433,22,2580,
blur,products-admin,logout-button,1,102,1065,1,2.7,0.915,1433,22,646,
blur,products-admin,logout-button,2,106,1064,1,2.5,0.872,1433,37,1697,
blur,products-admin,logout-button,3,103,1065,1,1.8,0.921,1433,22,1716,
blur,products-admin,row1-name,1,355,386,1,4.7,0.434,1440,24,689,
blur,products-admin,row1-name,2,355,383,1,4.7,0.351,1440,24,642,
blur,products-admin,row1-name,3,355,386,1,4.7,0.434,1440,24,1818,
blur,products-admin,row1-view-icon,1,1135,386,1,2.2,0.661,1441,47,773,
blur,products-admin,row1-view-icon,2,1135,383,1,2.8,0.488,1441,24,654,
blur,products-admin,row1-view-icon,3,1135,385,1,2.0,0.593,1441,47,708,
blur,products-admin,row1-edit-icon,1,1164,384,1,1.4,0.485,1441,24,597,
blur,products-admin,row1-edit-icon,2,1164,384,1,1.4,0.485,1441,24,2007,
blur,products-admin,row1-edit-icon,3,1162,386,1,3.2,0.593,1441,24,664,
blur,products-admin,row1-delete-icon,1,1194,386,1,1.4,0.566,1441,24,2352,
blur,products-admin,row1-delete-icon,2,1194,386,1,1.4,0.566,1441,24,2456,
blur,products-admin,row1-delete-icon,3,1194,386,1,1.4,0.593,1441,24,2559,
blur,products-admin,row5-price,1,751,575,1,11.3,0.689,1436,24,2277,
blur,products-admin,row5-price,2,751,575,1,11.3,0.689,1436,24,781,
blur,products-admin,row5-price,3,748,574,1,14.1,0.607,1436,24,689,
blur,products-admin,row9-stock,1,915,761,1,13.0,0.706,1437,24,707,
blur,products-admin,row9-stock,2,912,762,1,16.1,0.648,1437,43,653,
blur,products-admin,row9-stock,3,916,762,1,12.1,0.684,1437,43,649,
blur,products-admin,row12-rating,1,1021,902,1,19.0,0.320,1440,24,1810,
blur,products-admin,row12-rating,2,1021,902,1,19.0,0.320,1440,24,769,
blur,products-admin,row12-rating,3,1021,901,1,19.0,0.335,1440,24,1895,
blur,products-admin,header-cost,1,819,343,1,25.0,0.409,1434,24,2394,
blur,products-admin,header-cost,2,827,340,1,17.1,0.530,1434,24,927,
blur,products-admin,header-cost,3,827,340,1,17.1,0.530,1434,39,687,
blur,products-admin,table-footer,1,743,943,1,2.2,0.880,1433,38,662,
blur,products-admin,table-footer,2,743,942,1,2.8,0.782,1433,24,1600,
blur,products-admin,table-footer,3,284,942,1,461.0,0.082,1433,24,2215,
blur,customer-c01,c01-back,1,262,40,1,5.5,0.847,1433,22,1513,
blur,customer-c01,c01-back,2,264,40,1,3.5,0.880,1433,22,1544,
blur,customer-c01,c01-back,3,264,40,1,3.5,0.880,1433,22,1572,
blur,customer-c01,c01-heading,1,314,86,1,431.0,0.143,1430,22,1032,
blur,customer-c01,c01-heading,2,476,86,1,269.0,0.452,1430,33,810,
blur,customer-c01,c01-heading,3,314,86,1,431.0,0.143,1430,22,770,
blur,customer-c01,c01-name-value,1,536,144,1,5.0,0.846,1434,39,911,
blur,customer-c01,c01-name-value,2,537,143,1,4.1,0.886,1434,39,744,
blur,customer-c01,c01-name-value,3,539,145,1,2.2,0.858,1434,24,747,
blur,customer-c01,c01-phone-label,1,317,177,1,7.1,0.733,1433,24,501,
blur,customer-c01,c01-phone-label,2,319,175,1,5.1,0.797,1433,24,388,
blur,customer-c01,c01-phone-label,3,319,175,1,5.1,0.797,1433,24,462,
blur,customer-c01,c01-phone-value,1,526,175,1,15.0,0.662,1432,24,505,
blur,customer-c01,c01-phone-value,2,541,176,1,0.0,0.649,1432,24,402,
blur,customer-c01,c01-phone-value,3,530,175,1,11.0,0.675,1432,24,557,
blur,customer-c01,c01-email-value,1,540,207,1,1.4,0.762,1432,24,526,
blur,customer-c01,c01-email-value,2,540,207,1,1.4,0.758,1432,24,480,
blur,customer-c01,c01-email-value,3,540,207,1,1.4,0.758,1432,24,435,
blur,customer-c01,c01-card-label,1,319,272,1,5.1,0.753,1434,39,2535,
blur,customer-c01,c01-card-label,2,319,272,1,5.1,0.753,1434,24,1632,
blur,customer-c01,c01-card-label,3,319,272,1,5.1,0.753,1434,24,1793,
blur,customer-c01,c01-card-value,1,540,278,1,5.1,0.683,1432,24,428,
blur,customer-c01,c01-card-value,2,543,276,1,3.6,0.599,1432,24,1918,
blur,customer-c01,c01-card-value,3,541,276,1,3.0,0.606,1432,24,3633,
blur,customer-c01,c01-points-value,1,546,307,1,5.4,0.801,1432,37,493,
blur,customer-c01,c01-points-value,2,540,307,1,2.2,0.805,1432,24,463,
blur,customer-c01,c01-points-value,3,540,307,1,2.2,0.805,1432,24,421,
blur,customer-c01,c01-nav-customers,1,106,117,1,1.6,0.949,1433,36,416,
blur,customer-c01,c01-nav-customers,2,104,116,1,0.7,0.947,1433,21,713,
blur,customer-c01,c01-nav-customers,3,104,116,1,0.7,0.947,1433,21,441,
blur,customer-c03,c03-back,1,267,40,1,0.7,0.925,1433,36,1179,
blur,customer-c03,c03-back,2,262,40,1,5.5,0.847,1433,22,550,
blur,customer-c03,c03-back,3,262,40,1,5.5,0.847,1433,22,565,
blur,customer-c03,c03-name-value,1,543,142,1,2.8,0.853,1434,39,841,
blur,customer-c03,c03-name-value,2,541,145,1,1.0,0.867,1434,24,753,
blur,customer-c03,c03-name-value,3,540,145,1,1.4,0.861,1434,24,435,
blur,customer-c03,c03-address-label,1,319,239,1,5.1,0.760,1433,38,446,
blur,customer-c03,c03-address-label,2,286,238,1,38.1,0.341,1433,24,525,
blur,customer-c03,c03-address-label,3,317,241,1,7.1,0.761,1433,24,747,
blur,customer-c03,c03-address-value,1,545,240,1,4.0,0.692,1431,36,469,
blur,customer-c03,c03-address-value,2,540,243,1,3.2,0.619,1431,24,816,
blur,customer-c03,c03-address-value,3,540,245,1,5.1,0.683,1431,24,453,
blur,customer-c03,c03-card-value,1,543,275,1,2.8,0.641,1432,24,2094,
blur,customer-c03,c03-card-value,2,543,275,1,2.8,0.641,1432,24,1787,
blur,customer-c03,c03-card-value,3,543,275,1,2.8,0.641,1432,24,1846,
blur,customer-c03,c03-email-label,1,319,206,1,5.4,0.773,1433,24,399,
blur,customer-c03,c03-email-label,2,320,205,1,5.0,0.705,1433,24,1237,
blur,customer-c03,c03-email-label,3,317,206,1,7.3,0.769,1433,24,405,
blur,customer-c03,c03-logout,1,103,1065,1,1.8,0.921,1433,22,449,
blur,customer-c03,c03-logout,2,103,1065,1,1.8,0.921,1433,22,428,
blur,customer-c03,c03-logout,3,104,1064,1,2.1,0.901,1433,36,720,
blur,login,login-username,1,639,509,1,1.8,0.894,1428,24,417,
blur,login,login-username,2,639,508,1,2.7,0.862,1428,33,408,
blur,login,login-username,3,639,509,1,1.8,0.894,1428,24,418,
blur,login,login-password,1,640,578,1,0.5,0.876,1428,24,542,
blur,login,login-password,2,639,576,1,1.8,0.927,1428,33,399,
blur,login,login-password,3,639,576,1,1.8,0.898,1428,33,416,
blur,login,login-submit,1,639,628,1,1.1,0.956,1432,24,336,
blur,login,login-submit,2,639,628,1,1.1,0.956,1432,24,456,
blur,login,login-submit,3,639,628,1,1.1,0.956,1432,24,404,
blur,login,login-title,1,613,408,1,27.1,0.658,1432,37,535,
blur,login,login-title,2,613,409,1,27.0,0.704,1432,37,375,
blur,login,login-title,3,613,409,1,27.0,0.704,1432,37,410,
blur,login,login-hint,1,639,675,1,2.7,0.885,1435,40,476,
blur,login,login-hint,2,639,675,1,2.7,0.885,1435,40,478,
blur,login,login-hint,3,639,675,1,2.7,0.885,1435,40,393,
pixel,products-admin,search-box,1,356,84,1,0.5,0.934,1431,22,421,
pixel,products-admin,search-box,2,356,84,1,0.5,0.934,1431,22,441,
pixel,products-admin,search-box,3,354,83,1,2.5,0.894,1431,22,936,
pixel,products-admin,category-dropdown,1,550,82,1,3.9,0.833,1431,22,370,
pixel,products-admin,category-dropdown,2,550,82,1,3.9,0.833,1431,22,339,
pixel,products-admin,category-dropdown,3,550,82,1,3.9,0.833,1431,22,693,
pixel,products-admin,add-button,1,783,83,1,2.5,0.879,1432,22,358,
pixel,products-admin,add-button,2,781,82,1,2.5,0.844,1432,22,323,
pixel,products-admin,add-button,3,781,82,1,2.5,0.844,1432,22,335,
pixel,products-admin,rating-filter-star4,1,682,83,1,7.3,0.343,1437,22,376,
pixel,products-admin,rating-filter-star4,2,682,83,1,7.3,0.343,1437,22,435,
pixel,products-admin,rating-filter-star4,3,682,83,1,7.3,0.343,1437,22,487,
pixel,products-admin,chart-snack-bar,1,449,202,1,1.4,0.723,1439,24,443,
pixel,products-admin,chart-snack-bar,2,449,202,1,1.4,0.723,1439,24,564,
pixel,products-admin,chart-snack-bar,3,449,202,1,1.4,0.723,1439,24,417,
pixel,products-admin,nav-products,1,99,72,1,5.7,0.812,1433,20,354,
pixel,products-admin,nav-products,2,99,72,1,5.7,0.812,1433,20,394,
pixel,products-admin,nav-products,3,99,72,1,5.7,0.812,1433,20,352,
pixel,products-admin,nav-customers,1,99,118,1,5.7,0.756,1433,21,378,
pixel,products-admin,nav-customers,2,99,118,1,5.7,0.756,1433,21,334,
pixel,products-admin,nav-customers,3,99,118,1,5.7,0.756,1433,21,347,
pixel,products-admin,nav-settings,1,100,160,1,4.5,0.782,1433,22,2301,
pixel,products-admin,nav-settings,2,100,160,1,4.5,0.782,1433,22,2437,
pixel,products-admin,nav-settings,3,100,160,1,4.5,0.782,1433,22,2177,
pixel,products-admin,logout-button,1,102,1065,1,2.7,0.915,1433,22,499,
pixel,products-admin,logout-button,2,102,1065,1,2.7,0.915,1433,22,393,
pixel,products-admin,logout-button,3,102,1065,1,2.7,0.915,1433,22,385,
pixel,products-admin,row1-name,1,355,383,1,4.7,0.351,1440,24,349,
pixel,products-admin,row1-name,2,355,383,1,4.7,0.351,1440,24,388,
pixel,products-admin,row1-name,3,355,386,1,4.7,0.434,1440,24,498,
pixel,products-admin,row1-view-icon,1,1135,383,1,2.8,0.488,1441,24,380,
pixel,products-admin,row1-view-icon,2,1135,386,1,2.2,0.603,1441,24,430,
pixel,products-admin,row1-view-icon,3,1135,383,1,2.8,0.488,1441,24,339,
pixel,products-admin,row1-edit-icon,1,1164,384,1,1.4,0.485,1441,24,388,
pixel,products-admin,row1-edit-icon,2,1164,384,1,1.4,0.350,1441,24,412,
pixel,products-admin,row1-edit-icon,3,1164,384,1,1.4,0.350,1441,24,416,
pixel,products-admin,row1-delete-icon,1,1194,386,1,1.4,0.566,1441,24,2185,
pixel,products-admin,row1-delete-icon,2,1194,386,1,1.4,0.566,1441,24,2322,
pixel,products-admin,row1-delete-icon,3,1194,386,1,1.4,0.566,1441,24,2338,
pixel,products-admin,row5-price,1,751,575,1,11.3,0.689,1436,24,387,
pixel,products-admin,row5-price,2,751,575,1,11.3,0.689,1436,24,459,
pixel,products-admin,row5-price,3,751,575,1,11.3,0.689,1436,24,415,
pixel,products-admin,row9-stock,1,912,762,1,16.1,0.648,1437,43,489,
pixel,products-admin,row9-stock,2,912,762,1,16.1,0.648,1437,43,405,
pixel,products-admin,row9-stock,3,912,762,1,16.1,0.648,1437,43,337,
pixel,products-admin,row12-rating,1,1021,902,1,19.0,0.320,1440,24,342,
pixel,products-admin,row12-rating,2,1021,902,1,19.0,0.320,1440,24,352,
pixel,products-admin,row12-rating,3,1021,902,1,19.0,0.320,1440,24,469,
pixel,products-admin,header-cost,1,819,343,1,25.0,0.481,1434,24,457,
pixel,products-admin,header-cost,2,819,343,1,25.0,0.481,1434,24,412,
pixel,products-admin,header-cost,3,819,343,1,25.0,0.481,1434,24,501,
pixel,products-admin,table-footer,1,743,943,1,2.2,0.880,1433,38,466,
pixel,products-admin,table-footer,2,744,942,1,2.2,0.783,1433,24,371,
pixel,products-admin,table-footer,3,744,942,1,2.2,0.783,1433,24,492,
pixel,customer-c01,c01-back,1,262,40,1,5.5,0.847,1433,22,598,
pixel,customer-c01,c01-back,2,262,40,1,5.5,0.847,1433,22,476,
pixel,customer-c01,c01-back,3,262,40,1,5.5,0.847,1433,22,400,
pixel,customer-c01,c01-heading,1,316,86,1,429.0,0.148,1430,22,488,
pixel,customer-c01,c01-heading,2,313,86,1,432.0,0.142,1430,22,476,
pixel,customer-c01,c01-heading,3,316,86,1,429.0,0.148,1430,22,413,
pixel,customer-c01,c01-name-value,1,531,144,1,10.0,0.893,1434,24,558,
pixel,customer-c01,c01-name-value,2,531,144,1,10.0,0.893,1434,24,496,
pixel,customer-c01,c01-name-value,3,531,144,1,10.0,0.893,1434,24,438,
pixel,customer-c01,c01-phone-label,1,317,177,1,7.1,0.733,1433,24,524,
pixel,customer-c01,c01-phone-label,2,317,177,1,7.1,0.733,1433,24,461,
pixel,customer-c01,c01-phone-label,3,317,177,1,7.1,0.733,1433,24,441,
pixel,customer-c01,c01-phone-value,1,526,176,1,15.0,0.709,1432,24,431,
pixel,customer-c01,c01-phone-value,2,526,175,1,15.0,0.661,1432,24,425,
pixel,customer-c01,c01-phone-value,3,526,175,1,15.0,0.661,1432,24,445,
pixel,customer-c01,c01-email-value,1,528,206,1,13.2,0.606,1432,24,437,
pixel,customer-c01,c01-email-value,2,528,206,1,13.2,0.606,1432,24,487,
pixel,customer-c01,c01-email-value,3,528,206,1,13.2,0.606,1432,24,443,
pixel,customer-c01,c01-card-label,1,320,273,1,4.0,0.789,1434,24,4496,
pixel,customer-c01,c01-card-label,2,320,273,1,4.0,0.789,1434,39,1621,
pixel,customer-c01,c01-card-label,3,320,272,1,4.1,0.759,1434,24,3456,
pixel,customer-c01,c01-card-value,1,525,273,1,16.0,0.579,1432,24,1639,
pixel,customer-c01,c01-card-value,2,525,274,1,16.0,0.579,1432,24,1445,
pixel,customer-c01,c01-card-value,3,525,274,1,16.0,0.579,1432,24,1619,
pixel,customer-c01,c01-points-value,1,531,305,1,10.0,0.725,1432,37,447,
pixel,customer-c01,c01-points-value,2,532,304,1,9.1,0.700,1432,37,967,
pixel,customer-c01,c01-points-value,3,531,305,1,10.0,0.722,1432,37,602,
pixel,customer-c01,c01-nav-customers,1,105,115,1,1.6,0.919,1433,36,617,
pixel,customer-c01,c01-nav-customers,2,105,115,1,1.6,0.919,1433,36,492,
pixel,customer-c01,c01-nav-customers,3,105,115,1,1.6,0.919,1433,36,524,
pixel,customer-c03,c03-back,1,267,40,1,0.7,0.975,1433,36,452,
pixel,customer-c03,c03-back,2,267,40,1,0.7,0.975,1433,36,422,
pixel,customer-c03,c03-back,3,267,40,1,0.7,0.975,1433,36,850,
pixel,customer-c03,c03-name-value,1,527,144,1,14.0,0.741,1434,39,416,
pixel,customer-c03,c03-name-value,2,438,142,1,103.0,0.289,1434,39,458,
pixel,customer-c03,c03-name-value,3,437,142,1,104.0,0.293,1434,39,1166,
pixel,customer-c03,c03-address-label,1,319,237,1,5.8,0.717,1433,38,1162,
pixel,customer-c03,c03-address-label,2,319,237,1,5.8,0.717,1433,24,410,
pixel,customer-c03,c03-address-label,3,321,238,1,3.6,0.782,1433,38,448,
pixel,customer-c03,c03-address-value,1,506,238,1,35.1,0.511,1431,36,480,
pixel,customer-c03,c03-address-value,2,507,239,1,34.0,0.557,1431,24,400,
pixel,customer-c03,c03-address-value,3,506,240,1,35.0,0.540,1431,36,451,
pixel,customer-c03,c03-card-value,1,509,273,1,32.0,0.521,1432,37,486,
pixel,customer-c03,c03-card-value,2,509,273,1,32.0,0.519,1432,37,586,
pixel,customer-c03,c03-card-value,3,511,274,1,30.0,0.512,1432,37,452,
pixel,customer-c03,c03-email-label,1,321,205,1,4.2,0.709,1433,24,518,
pixel,customer-c03,c03-email-label,2,321,205,1,4.2,0.703,1433,38,431,
pixel,customer-c03,c03-email-label,3,321,205,1,4.2,0.709,1433,38,444,
pixel,customer-c03,c03-logout,1,104,1065,1,1.1,0.927,1433,36,875,
pixel,customer-c03,c03-logout,2,104,1065,1,1.1,0.927,1433,36,505,
pixel,customer-c03,c03-logout,3,,,,,,,,,"unparseable answer"
pixel,login,login-username,1,,,,,,,,,"unparseable answer"
pixel,login,login-username,2,639,508,1,2.7,0.862,1428,33,946,
